row_id,player_id,age,position,team,opponent,minutes_played,points,rebounds,assists,steals,blocks,turnovers,fg_pct,three_pct,ft_pct,plus_minus,efficiency,game_location,rest_days,target
2189,1225,27,C,DAL,POR,30.6,19,9,1,2,1,1,53.7,31.9,86.4,-13,31,Home,3,1
2190,1471,27,C,CHI,CLE,15.9,8,3,1,0,1,1,49.3,25.6,87.4,-4,12,Home,5,0
2191,1123,25,SF,POR,LAL,39.2,17,9,4,2,2,3,36.0,37.5,71.7,4,31,Away,2,1
2192,1462,22,PG,NOP,HOU,24.3,13,3,8,1,0,2,44.3,39.1,76.4,-7,23,Home,1,1
2193,1037,26,PG,POR,OKC,29.0,15,4,6,1,0,3,41.8,41.1,74.8,4,23,Away,1,1
2194,1327,23,PG,MIL,DET,37.3,23,6,8,2,1,4,43.0,45.4,94.9,-2,36,Home,5,1
2195,1250,27,PF,NOP,OKC,25.0,12,5,0,0,0,2,42.1,37.8,76.0,-9,15,Away,3,0
2196,1388,23,PF,CHA,DEN,12.2,9,5,0,2,1,1,35.8,39.3,81.8,12,16,Away,2,0
2197,1175,28,SF,ORL,CHI,38.3,18,5,3,2,1,3,49.5,46.3,73.3,-3,26,Home,4,0
2198,1089,32,PG,SAC,WAS,38.1,22,4,8,2,0,3,42.9,37.0,82.2,1,33,Home,0,1
2199,1401,24,SF,PHX,MEM,22.8,9,6,1,0,0,2,46.2,35.8,75.9,13,14,Away,2,0
2200,1453,22,C,DAL,SAC,27.2,13,7,1,1,0,2,52.5,22.1,76.5,11,20,Away,1,0
2201,1036,30,SF,PHX,LAC,20.0,10,4,3,1,0,2,46.2,32.1,65.8,-7,16,Away,2,0
2202,1315,32,PF,ORL,IND,31.5,13,4,3,1,2,2,52.0,18.7,73.3,6,21,Home,0,1
2203,1175,23,PF,CLE,POR,22.4,5,5,1,0,0,0,50.4,39.8,86.1,3,11,Home,1,0
2204,1460,26,C,LAL,MIA,29.9,14,10,2,1,2,2,46.2,27.4,64.0,-6,27,Home,3,0
2205,1283,28,PF,ORL,POR,19.4,7,7,1,0,0,2,49.1,43.0,66.8,-3,13,Home,2,0
2206,1452,26,PF,NOP,SAS,23.4,14,6,2,0,0,2,52.1,34.5,71.1,15,20,Away,5,0
2207,1460,21,SG,WAS,SAC,19.8,13,3,4,0,1,3,45.7,31.3,80.8,18,18,Away,2,0
2208,1080,22,PG,SAC,NOP,37.6,18,4,8,2,1,3,50.4,27.0,93.3,4,30,Away,1,1
2209,1113,22,SF,NYK,SAC,36.7,18,6,1,2,1,2,52.1,21.1,66.8,0,26,Away,1,0
2210,1039,23,PG,HOU,POR,29.7,16,3,7,0,0,1,44.1,29.0,91.1,8,25,Away,4,1
2211,1300,27,C,ORL,NOP,27.2,19,7,0,1,1,2,52.6,33.4,69.2,-1,26,Home,2,1
2212,1223,30,SG,UTA,GSW,33.4,19,4,2,1,1,1,44.5,41.5,71.3,1,26,Home,3,1
2213,1317,22,C,DAL,MIN,25.5,13,9,1,1,2,0,53.2,31.0,78.2,-2,26,Away,0,1
2214,1348,24,SG,BKN,MIL,16.8,10,3,4,1,1,2,40.7,38.6,71.9,3,17,Home,1,0
2215,1114,23,SG,NYK,CHI,34.1,17,4,3,1,0,3,48.5,27.8,75.5,-5,22,Home,4,0
2216,1185,27,C,ORL,WAS,29.5,13,9,3,2,2,3,49.8,22.9,71.1,-3,26,Home,0,0
2217,1322,24,SG,MIL,CHA,18.6,14,3,2,1,1,1,50.5,31.5,79.3,-10,20,Home,1,0
2218,1055,23,SG,HOU,POR,33.0,20,3,6,1,0,2,47.3,39.7,86.9,9,28,Home,1,1
2219,1039,21,PG,MEM,PHI,33.5,23,1,7,3,0,3,45.5,29.4,66.2,17,31,Away,2,1
2220,1353,31,PF,DAL,HOU,32.4,17,8,1,2,1,1,40.6,37.2,74.6,-6,28,Away,1,1
2221,1039,34,SG,UTA,OKC,24.5,14,4,2,1,1,2,45.5,28.4,82.0,-4,20,Home,2,0
2222,1346,27,SF,MEM,SAC,29.5,18,8,4,1,0,3,43.3,43.6,87.8,4,28,Away,5,1
2223,1460,31,SF,SAS,CLE,19.1,12,2,1,1,0,2,52.7,29.1,64.5,4,14,Away,1,0
2224,1236,25,PF,MIL,WAS,41.8,18,11,5,1,1,4,51.0,26.4,78.7,8,32,Home,1,1
2225,1288,26,PF,HOU,IND,17.8,13,7,1,1,0,0,36.1,37.9,68.4,-3,22,Home,0,1
2226,1261,29,SF,UTA,HOU,21.7,14,5,2,0,0,0,57.9,36.1,71.6,-4,21,Home,1,1
2227,1215,24,SG,TOR,SAS,30.5,20,6,2,2,0,3,51.1,37.5,88.2,1,27,Home,1,1
2228,1146,26,C,UTA,MIA,15.0,5,3,1,0,2,0,46.9,34.5,88.7,-9,11,Away,1,0
2229,1335,26,SG,IND,MEM,26.3,11,6,3,1,1,3,50.7,37.1,74.0,-5,19,Home,1,0
2230,1167,28,SF,LAC,TOR,25.4,13,4,1,0,1,3,41.0,43.7,70.2,-7,16,Home,1,0
2231,1091,27,SG,SAC,NOP,29.3,22,7,3,1,1,3,41.9,33.1,59.7,-17,31,Away,2,1
2232,1352,24,C,HOU,PHI,32.7,19,9,3,1,1,1,39.9,29.9,80.3,-6,32,Home,3,1
2233,1058,26,SF,HOU,UTA,42.0,24,5,2,1,2,1,46.6,41.2,65.1,4,33,Away,1,1
2234,1058,30,SG,POR,TOR,37.5,22,5,2,1,1,4,53.0,46.3,92.3,-3,27,Away,2,0
2235,1303,28,PF,SAC,UTA,41.8,24,16,4,0,2,3,50.5,26.0,79.2,-7,43,Home,1,1
2236,1168,28,SF,DET,CHA,34.3,16,5,0,0,1,3,47.7,33.4,72.7,-2,19,Away,0,0
2237,1268,34,PG,HOU,CHI,18.6,9,3,6,1,0,0,47.7,37.8,78.7,-1,19,Home,1,1
2238,1362,23,SF,POR,ORL,38.1,19,8,4,2,1,4,58.5,36.1,78.6,8,30,Away,2,1
2239,1044,29,PF,CHA,SAC,26.2,12,4,2,0,1,1,55.0,35.0,81.1,-5,18,Home,2,0
2240,1344,27,C,BOS,NYK,31.9,8,10,1,0,2,2,43.6,36.8,72.5,3,19,Home,0,1
2241,1180,28,PF,PHI,MIL,15.7,10,7,3,1,1,1,39.8,35.6,70.9,-14,21,Away,3,0
2242,1169,27,SG,UTA,MIN,29.9,13,2,3,2,1,1,47.1,34.2,66.6,-3,20,Home,0,1
2243,1355,24,SG,CHA,DET,32.2,13,3,3,1,0,1,45.1,41.9,82.7,-12,19,Away,1,0
2244,1190,23,C,LAL,CHA,12.6,8,3,0,2,1,0,54.5,46.6,65.8,-2,14,Away,2,0
2245,1154,26,C,CHI,PHX,17.5,14,5,2,0,1,1,44.4,27.1,59.1,10,21,Home,1,0
2246,1421,24,SG,MIL,NOP,40.6,26,5,6,1,0,2,54.2,32.7,71.5,1,36,Away,0,1
2247,1187,25,PG,SAS,UTA,19.9,10,4,4,1,0,1,48.8,30.6,77.2,8,18,Home,1,1
2248,1006,29,PF,IND,HOU,32.6,20,10,3,1,1,3,42.8,42.4,73.6,4,32,Away,2,1
2249,1132,23,SG,SAC,SAS,34.0,22,2,4,0,0,2,40.0,29.6,86.5,-3,26,Home,1,0
2250,1234,26,SG,UTA,LAL,32.2,22,2,4,1,1,1,47.9,33.4,73.9,-4,29,Away,2,1
2251,1044,30,PG,CLE,LAL,34.7,14,5,8,1,0,3,43.5,42.4,74.0,11,25,Away,3,1
2252,1313,25,SG,IND,POR,20.9,11,2,0,2,0,1,52.3,29.6,85.6,7,14,Away,4,0
2253,1248,31,SF,MEM,SAS,28.3,20,4,0,1,0,1,46.0,40.2,77.6,10,24,Away,1,1
2254,1498,22,PF,PHI,MIA,23.1,11,7,3,1,1,3,30.0,32.9,88.4,-2,20,Away,2,1
2255,1030,32,SG,NOP,UTA,34.3,16,3,2,1,0,1,47.1,20.0,74.7,-3,21,Home,1,0
2256,1022,27,SG,GSW,LAC,39.1,23,8,3,1,1,3,37.1,44.8,78.3,11,33,Home,3,1
2257,1425,22,SG,BOS,GSW,27.7,19,2,3,1,1,2,41.9,44.0,64.0,-10,24,Away,3,1
2258,1393,29,SF,UTA,DAL,22.6,18,1,1,0,0,2,38.9,30.3,76.5,-7,18,Home,1,0
2259,1159,28,PG,IND,GSW,16.6,10,2,4,0,0,0,45.6,32.8,76.5,-3,16,Home,2,0
2260,1362,31,SF,IND,WAS,22.0,15,5,1,0,2,0,37.2,33.3,61.3,-2,23,Home,3,0
2261,1436,22,PF,SAC,TOR,28.6,15,7,0,0,0,2,40.0,38.5,73.0,-13,20,Away,1,0
2262,1157,23,PG,DAL,MIN,27.8,16,2,9,1,0,1,54.5,41.7,80.8,7,27,Home,2,1
2263,1038,29,PG,ATL,NOP,18.5,14,2,5,0,1,1,47.3,39.9,66.3,2,21,Home,2,0
2264,1414,35,PG,MIN,SAC,35.8,21,5,6,1,2,2,44.5,44.8,85.6,9,33,Away,3,1
2265,1081,28,SF,BKN,SAS,36.6,20,10,2,1,1,2,42.8,28.2,68.1,7,32,Away,1,1
2266,1355,29,C,NYK,DAL,26.4,17,14,2,0,1,1,42.6,22.6,77.2,-1,33,Away,4,1
2267,1257,24,PG,CHI,TOR,33.2,18,3,7,1,2,1,57.8,48.2,93.4,-20,30,Away,2,1
2268,1205,26,C,NYK,BKN,31.3,18,11,1,1,2,1,46.1,25.9,78.1,0,32,Away,1,1
2269,1076,25,PG,MEM,MIA,21.8,15,1,3,1,1,2,34.9,36.1,75.6,-17,19,Home,2,0
2270,1476,28,C,GSW,MIL,21.0,7,7,0,0,1,2,42.7,27.9,76.0,-13,13,Home,1,0
2271,1011,29,SF,NOP,ORL,22.1,13,1,3,1,0,1,53.5,32.7,87.5,1,17,Home,1,0
2272,1294,27,PF,ATL,MIN,16.6,12,8,1,1,0,2,55.7,32.7,75.1,-11,20,Away,2,0
2273,1449,29,SF,DAL,LAL,42.0,22,6,4,1,1,2,36.0,34.1,66.6,4,32,Home,4,0
2274,1223,26,SF,TOR,SAC,33.5,15,6,1,1,0,2,41.8,40.5,72.4,0,21,Away,3,0
2275,1012,31,C,SAC,BKN,37.2,19,14,0,2,1,1,40.4,42.9,71.2,-4,35,Home,1,1
2276,1045,24,PF,ORL,TOR,25.5,16,7,2,0,1,2,37.3,31.6,74.5,0,24,Home,1,0
2277,1154,31,SF,MIN,OKC,33.6,16,3,2,1,0,1,50.3,43.6,88.5,-5,21,Away,5,0
2278,1112,24,PG,BOS,OKC,34.6,20,4,8,2,1,3,47.9,38.2,74.6,1,32,Home,3,1
2279,1232,27,PG,NOP,PHX,21.7,12,5,1,1,1,2,45.1,34.8,95.0,1,18,Home,4,0
2280,1016,23,PF,PHX,CHI,31.4,11,8,2,1,1,3,45.0,25.0,72.0,19,20,Away,1,0
2281,1359,28,SF,PHX,DET,38.9,26,8,2,2,1,1,50.1,32.3,66.8,-12,38,Home,2,1
2282,1222,27,SF,GSW,PHX,31.0,19,5,4,1,1,3,49.7,16.4,71.9,-1,27,Home,3,1
2283,1353,29,PF,MEM,NOP,19.4,11,4,5,1,1,1,48.8,36.7,76.5,17,21,Home,0,0
2284,1187,21,C,GSW,WAS,22.8,12,6,4,0,2,1,50.3,31.8,68.7,-2,23,Away,1,0
2285,1447,27,PF,SAC,HOU,29.8,12,9,3,1,0,1,61.4,32.4,90.2,-9,24,Away,3,0
2286,1343,28,PF,TOR,HOU,36.7,16,11,2,1,1,3,39.1,25.4,62.2,2,28,Home,1,1
2287,1364,23,PF,GSW,MIL,18.2,11,7,3,1,2,1,40.9,33.3,67.8,-4,23,Home,1,1
2288,1162,28,SG,SAS,DEN,25.1,12,4,4,1,0,2,51.9,38.4,60.7,0,19,Away,1,0
2289,1495,19,SG,WAS,SAS,19.5,9,1,1,0,0,0,52.7,36.8,74.9,-2,11,Away,1,0
2290,1325,26,PF,IND,BOS,22.6,10,5,3,0,2,2,65.0,27.5,79.4,-8,18,Away,1,0
2291,1466,31,SG,DEN,PHX,24.5,18,4,4,1,1,3,42.5,37.2,69.6,-2,25,Home,0,0
2292,1413,26,C,PHI,OKC,33.5,21,9,0,0,1,1,53.0,20.4,73.8,3,30,Home,1,1
2293,1454,24,PG,LAL,GSW,36.2,25,6,10,1,0,3,45.5,42.1,71.5,-18,39,Away,3,1
2294,1073,26,PG,BOS,DAL,13.6,8,0,5,0,0,2,51.0,41.1,78.4,-8,11,Away,0,0
2295,1232,27,C,MIL,TOR,22.7,15,6,0,0,0,1,35.9,42.1,80.8,-16,20,Home,1,0
2296,1223,29,PF,CLE,CHA,36.2,16,7,4,1,1,2,47.0,25.2,76.2,3,27,Away,1,1
2297,1481,27,SG,SAS,OKC,27.8,16,5,3,2,0,1,46.1,33.8,88.4,1,25,Home,2,1
2298,1318,29,PF,DEN,UTA,31.9,16,5,2,0,0,3,41.5,31.7,67.4,2,20,Away,1,0
2299,1411,27,PF,ATL,CLE,36.2,22,10,3,0,1,2,49.4,26.0,86.4,5,34,Away,1,1
2300,1059,24,SF,BKN,PHX,29.6,17,6,6,0,1,3,41.0,28.9,64.5,-15,27,Home,0,0
2301,1334,22,PG,MEM,HOU,27.7,15,5,4,2,1,2,47.0,35.6,83.8,5,25,Away,3,0
2302,1221,28,C,MIL,IND,21.2,10,3,3,0,1,1,46.1,20.4,65.6,-5,16,Away,2,0
2303,1036,19,C,SAC,MIA,34.9,14,13,5,2,2,2,45.3,36.1,57.9,-5,34,Home,1,1
2304,1476,21,PG,POR,NYK,34.1,20,2,7,1,0,2,48.1,36.0,80.2,-7,28,Home,3,1
2305,1277,22,C,DAL,ORL,15.9,4,2,3,0,0,0,51.0,32.3,75.7,-1,9,Home,0,0
2306,1195,29,C,LAL,MEM,35.8,12,12,3,0,1,2,45.3,31.8,52.8,-8,26,Home,1,1
2307,1403,22,SF,PHX,LAL,26.1,8,6,1,1,2,0,41.9,37.7,72.3,-7,18,Home,1,1
2308,1351,28,PF,POR,NYK,32.5,15,8,3,0,1,2,46.5,36.9,75.9,9,25,Away,1,1
2309,1483,23,SG,BKN,OKC,33.3,18,2,4,1,1,3,49.5,33.4,83.1,-11,23,Away,2,0
2310,1241,26,SG,SAC,MEM,19.8,10,5,0,0,1,1,50.8,52.1,86.9,7,15,Home,1,0
2311,1323,26,PF,SAS,DEN,25.3,14,6,1,1,0,2,44.3,32.3,74.3,3,20,Home,2,0
2312,1218,26,C,MIN,TOR,37.9,25,13,3,2,3,1,42.0,24.2,77.1,-4,45,Away,1,1
2313,1191,24,PF,ORL,CHI,17.4,8,2,1,0,0,2,45.3,23.7,82.7,3,9,Home,1,0
2314,1016,21,SF,CHI,WAS,22.4,11,3,1,1,1,1,47.3,25.5,83.7,11,16,Home,2,0
2315,1011,27,PG,NYK,DET,25.0,12,5,6,0,1,4,33.9,60.0,82.9,6,20,Home,3,1
2316,1405,28,PG,ORL,OKC,16.2,15,1,2,0,0,2,45.9,39.2,89.1,-5,16,Away,1,0
2317,1400,29,SF,MEM,MIL,17.6,17,6,0,1,0,3,40.2,31.1,86.7,4,21,Home,2,0
2318,1393,27,PG,CLE,POR,31.4,15,4,3,1,0,2,44.7,31.8,79.3,13,21,Away,2,0
2319,1373,27,SF,TOR,BKN,29.4,16,5,3,1,0,2,44.7,40.6,71.3,-4,23,Away,3,0
2320,1192,24,SG,BKN,LAC,17.9,9,2,3,0,1,0,43.1,31.2,79.4,6,15,Home,1,0
2321,1021,28,PF,WAS,DAL,35.8,18,8,0,1,1,1,44.8,35.9,87.5,0,27,Home,1,1
2322,1473,28,SG,MIN,MIL,22.1,12,3,3,1,0,1,54.0,41.6,70.5,13,18,Home,2,0
2323,1119,26,SF,POR,MEM,21.4,9,7,5,1,1,2,45.1,37.7,88.5,-1,21,Away,1,0
2324,1209,27,SF,PHX,MEM,24.1,13,7,1,1,0,1,65.2,22.5,74.9,-3,21,Home,1,0
2325,1305,26,PG,WAS,IND,39.6,27,2,12,2,2,4,43.3,47.5,60.6,1,41,Away,1,1
2326,1269,28,PG,NYK,ORL,22.7,15,5,3,1,1,2,39.5,41.8,73.7,4,23,Away,3,1
2327,1191,22,SG,ORL,BOS,24.3,14,3,3,1,0,1,53.1,51.3,67.3,1,20,Away,2,0
2328,1174,21,C,BKN,DET,17.2,9,3,2,0,0,0,42.4,34.1,67.3,-1,14,Home,1,0
2329,1284,22,PG,SAS,UTA,42.6,25,3,8,1,1,3,43.6,32.6,95.0,8,35,Away,1,1
2330,1203,25,PF,DEN,PHI,13.1,5,1,0,1,0,0,34.1,30.4,72.9,2,7,Away,2,0
2331,1163,28,C,NOP,CHI,25.6,11,10,1,1,0,1,47.1,29.0,77.4,-7,22,Home,2,0
2332,1250,19,PF,MIN,BKN,26.2,12,5,2,0,1,2,60.3,30.9,79.5,4,18,Home,1,0
2333,1226,27,SG,MEM,WAS,13.3,11,3,0,1,0,1,50.0,32.5,76.1,-8,14,Home,1,0
2334,1435,30,C,PHI,ATL,26.3,12,8,1,0,0,2,47.5,31.8,64.4,6,19,Away,3,0
2335,1380,27,PG,LAL,MIL,18.5,11,1,4,2,0,1,42.9,33.9,70.5,-13,17,Away,0,0
2336,1459,20,SF,MIA,GSW,18.6,11,0,3,1,1,2,38.4,46.7,71.6,-5,14,Home,1,0
2337,1006,28,C,BKN,SAS,18.9,13,7,1,1,0,2,60.8,19.7,69.7,-9,20,Away,2,0
2338,1028,27,PF,UTA,GSW,33.8,15,6,1,1,0,2,35.1,31.9,79.6,1,21,Away,2,0
2339,1394,25,SG,POR,HOU,26.1,16,5,2,1,0,3,52.0,30.5,77.4,-6,21,Home,2,0
2340,1032,27,SG,MEM,SAS,31.2,21,6,3,1,1,2,46.6,35.3,75.0,-1,30,Away,1,1
2341,1133,22,SG,NOP,IND,17.1,8,2,0,1,1,0,48.8,42.6,78.3,0,12,Away,5,0
2342,1366,27,SF,DEN,DET,26.7,12,4,1,0,0,3,56.9,39.3,68.9,-4,14,Home,0,0
2343,1078,28,SG,BOS,TOR,14.3,10,0,1,0,0,1,40.0,48.3,68.1,-7,10,Home,1,0
2344,1415,24,C,POR,CHI,23.0,9,5,2,1,3,0,51.5,20.9,77.5,0,20,Away,1,1
2345,1434,25,C,MIL,DET,36.9,17,11,4,0,1,3,40.3,18.9,70.6,-12,30,Away,1,1
2346,1458,25,C,IND,HOU,24.7,10,8,0,1,2,3,61.9,22.8,78.8,11,18,Home,1,0
2347,1057,25,SF,NOP,MEM,36.1,23,8,4,1,2,3,46.1,26.3,90.3,10,35,Home,1,1
2348,1470,24,PF,HOU,PHX,33.3,16,9,3,1,0,1,39.5,36.1,87.0,-10,28,Home,1,1
2349,1025,24,C,WAS,MIL,18.7,11,5,3,1,1,1,46.9,35.6,77.2,-8,20,Home,1,0
2350,1481,28,C,MIN,HOU,23.6,13,8,2,0,0,3,50.7,39.6,77.0,-2,20,Home,2,0
2351,1429,21,SG,LAC,LAL,24.5,14,7,4,1,0,0,57.5,25.8,86.7,-11,26,Home,4,0
2352,1225,27,PG,LAL,MIN,18.1,11,1,5,0,0,0,44.7,33.1,91.2,12,17,Home,1,0
2353,1284,28,PG,UTA,PHI,36.2,24,3,9,2,1,3,42.4,28.2,81.5,-5,36,Home,5,1
2354,1003,22,SF,IND,TOR,11.6,4,2,0,1,1,1,53.3,28.7,94.0,-6,7,Away,4,0
2355,1464,26,PF,MEM,DAL,17.9,12,4,1,1,1,0,47.6,36.7,83.3,-2,19,Home,0,1
2356,1098,24,C,PHI,DET,18.0,8,5,0,1,1,0,48.2,15.7,77.8,2,15,Home,3,0
2357,1396,30,SG,OKC,MIN,30.7,16,6,3,1,0,3,48.4,29.0,69.2,-7,23,Home,1,0
2358,1488,26,PG,DEN,PHX,28.4,15,4,5,1,0,3,34.6,37.6,87.6,5,22,Away,3,0
2359,1038,31,SG,BOS,NOP,34.5,17,0,3,1,0,3,46.0,23.9,74.0,-5,18,Away,4,0
2360,1270,31,SG,DEN,HOU,20.8,13,2,5,0,0,2,43.2,44.9,80.1,-11,18,Home,3,0
2361,1374,27,PG,PHI,IND,32.5,23,2,8,2,0,4,42.5,33.1,61.3,9,31,Home,1,1
2362,1284,33,PF,TOR,SAC,22.2,15,7,3,1,0,1,48.8,46.1,69.2,11,25,Away,2,1
2363,1156,21,SF,SAS,MIN,21.2,14,4,3,1,0,1,31.4,36.8,87.0,-6,21,Home,1,0
2364,1074,31,PF,CHI,ORL,23.8,14,1,1,0,0,1,40.9,30.2,64.9,-17,15,Away,1,0
2365,1371,26,SG,BOS,GSW,38.1,23,4,3,2,0,2,46.9,28.6,84.9,11,30,Home,1,1
2366,1287,26,SG,GSW,DET,24.5,12,2,4,1,0,1,49.7,28.7,69.4,9,18,Home,1,0
2367,1129,25,SF,SAS,GSW,10.3,2,2,0,0,1,0,46.1,26.9,66.9,-15,5,Away,2,0
2368,1174,22,C,PHI,ATL,20.2,11,5,2,0,1,1,40.3,32.6,73.7,0,18,Away,3,0
2369,1461,28,PG,GSW,IND,20.0,9,3,3,2,0,1,44.1,46.4,63.9,12,16,Away,4,0
2370,1083,23,PF,CHA,MEM,23.8,15,7,3,0,1,1,53.2,36.6,68.7,10,25,Away,1,1
2371,1021,25,SG,CHA,PHX,20.5,12,2,1,1,1,3,53.4,26.4,83.2,0,14,Away,2,0
2372,1458,25,C,DEN,SAS,30.4,15,7,2,0,2,2,45.2,30.1,85.2,-13,24,Away,2,0
2373,1026,30,PF,CLE,HOU,13.5,9,4,2,0,1,0,39.9,31.8,74.5,10,16,Away,1,0
2374,1194,26,SG,POR,UTA,15.0,6,4,2,1,1,1,57.3,34.7,87.4,0,13,Away,1,0
2375,1336,19,PF,SAS,LAL,32.1,16,9,1,0,0,3,62.6,18.6,70.6,1,23,Away,1,0
2376,1381,24,PG,MEM,NYK,19.5,8,4,1,1,1,2,49.7,20.2,73.8,6,13,Home,5,0
2377,1235,22,C,MIN,SAS,29.1,13,8,2,1,3,2,48.0,25.4,65.7,-1,25,Home,4,1
2378,1439,28,SG,OKC,GSW,17.9,12,1,3,2,1,1,39.6,31.4,67.7,0,18,Home,3,0
2379,1091,23,SF,ORL,MIL,14.6,10,0,0,1,0,1,48.1,43.6,80.3,-1,10,Home,1,0
2380,1476,25,PF,DEN,BOS,27.5,17,7,3,1,1,0,47.6,38.0,68.6,-7,29,Home,1,1
2381,1020,32,C,NYK,PHI,29.9,16,12,1,0,2,0,43.5,32.2,76.0,3,31,Away,3,1
2382,1302,29,SG,SAS,LAL,18.5,14,4,1,1,1,1,42.0,31.8,71.2,4,20,Home,1,0
2383,1463,23,PF,DAL,SAS,37.1,19,10,3,0,0,4,43.0,42.3,86.6,4,28,Home,1,0
2384,1356,29,SG,SAS,MIN,34.9,17,6,0,1,0,1,54.0,49.7,74.7,-8,23,Home,1,0
2385,1442,24,SG,PHI,BOS,19.8,10,5,3,1,1,3,49.6,41.6,80.5,4,17,Away,4,0
2386,1083,29,PF,NYK,OKC,28.0,17,9,2,1,2,2,54.7,29.3,65.3,-6,29,Away,0,0
2387,1261,25,SG,MIL,NYK,15.4,15,4,2,0,1,1,45.8,35.4,80.8,0,21,Away,1,0
2388,1146,23,SG,NOP,POR,38.4,23,6,1,2,2,1,48.5,54.8,73.0,4,33,Home,2,1
2389,1440,23,C,BOS,DET,18.8,5,5,0,1,2,2,47.1,31.9,78.0,-4,11,Home,1,0
2390,1452,27,PG,UTA,CLE,22.4,18,5,8,1,0,2,38.7,46.9,78.2,-5,30,Home,4,1
2391,1386,29,PF,UTA,NYK,29.9,18,10,1,0,1,2,50.1,30.9,76.6,-11,28,Home,1,1
2392,1256,28,SG,IND,DAL,27.5,23,0,2,0,0,2,42.7,30.4,85.2,-11,23,Home,3,0
2393,1057,25,PG,NOP,SAC,42.4,22,5,11,2,0,5,48.9,32.1,76.8,-5,35,Home,2,1
2394,1379,21,PG,CHI,LAL,25.0,13,2,6,1,1,2,36.9,20.3,90.7,7,21,Away,2,1
2395,1421,24,SF,SAS,BOS,30.6,16,9,4,1,2,2,51.7,31.7,75.8,9,30,Away,3,1
2396,1014,22,PF,IND,PHI,37.3,20,12,3,3,0,2,50.5,45.9,73.1,16,36,Away,1,1
2397,1161,31,PG,MIL,DAL,35.1,18,4,10,1,1,3,41.2,39.7,87.5,11,31,Away,1,1
2398,1444,25,PG,CHI,ATL,23.6,16,0,4,1,0,3,47.5,35.0,71.1,-2,18,Home,1,0
2399,1162,27,C,BOS,DAL,25.8,16,9,4,0,0,1,48.6,22.1,77.4,-1,28,Home,1,1
2400,1319,25,PG,WAS,MIA,20.2,10,2,2,2,0,1,58.4,41.9,90.8,0,15,Home,2,0
2401,1496,28,C,CHA,DET,20.3,10,5,1,1,1,0,46.5,33.7,68.5,11,18,Home,1,0
2402,1280,29,SG,CLE,LAL,20.2,16,6,4,1,1,2,47.9,40.5,64.3,-12,26,Home,1,1
2403,1279,34,PF,DET,PHX,29.5,9,8,0,1,2,1,39.9,28.9,88.7,0,19,Home,1,0
2404,1011,25,SG,SAC,MIN,31.5,15,2,0,1,0,3,48.6,34.1,89.1,-6,15,Home,2,0
2405,1273,30,C,ORL,LAL,35.6,14,9,4,0,2,1,54.8,29.8,76.0,-2,28,Home,1,1
2406,1270,27,PF,GSW,NOP,31.9,13,10,6,0,1,2,53.7,23.1,66.3,-2,28,Away,3,1
2407,1491,25,SG,UTA,WAS,23.5,11,1,2,1,0,1,47.8,45.1,90.5,3,14,Home,1,0
2408,1207,25,PG,HOU,CHA,22.7,14,0,3,1,0,1,47.9,29.6,82.4,-10,17,Away,2,0
2409,1026,28,PF,TOR,MEM,20.3,8,2,4,1,1,0,49.3,47.3,82.8,-1,16,Home,3,0
2410,1071,26,SF,BOS,CLE,12.9,12,3,0,0,0,0,48.9,37.8,77.6,-10,15,Home,1,0
2411,1059,27,PG,PHX,OKC,26.2,8,1,6,0,1,1,47.9,41.2,88.9,-7,15,Away,2,0
2412,1429,29,PG,OKC,LAL,33.5,14,3,9,2,1,2,35.5,28.3,86.3,4,27,Home,2,1
2413,1472,34,PF,POR,MIA,41.4,22,11,1,1,2,1,52.1,34.5,86.0,-7,36,Home,3,1
2414,1144,27,SG,SAC,MEM,23.2,12,4,0,1,0,2,47.5,43.7,80.3,7,15,Away,1,0
2415,1092,23,PF,DET,IND,36.3,18,10,4,0,2,3,45.9,35.0,74.7,-6,31,Home,1,1
2416,1308,28,SF,NYK,BOS,35.6,20,6,1,1,1,2,38.6,36.8,77.3,1,27,Away,3,1
2417,1007,25,C,UTA,PHI,33.1,16,8,3,1,1,2,53.4,28.1,74.6,4,27,Home,2,1
2418,1078,33,C,MIL,POR,23.3,14,7,0,0,0,2,60.3,32.6,68.2,0,19,Home,0,1
2419,1026,25,C,SAS,MIN,41.2,15,14,2,1,1,4,55.8,27.3,67.6,1,29,Away,4,0
2420,1173,27,PG,WAS,CHA,27.1,13,5,4,1,2,2,43.2,40.1,61.8,4,23,Home,4,1
2421,1049,28,C,DET,MIA,28.1,12,9,0,1,1,2,38.1,40.7,57.3,4,21,Away,1,0
2422,1499,28,SG,POR,IND,31.6,12,3,5,2,1,2,38.7,45.4,85.9,0,21,Home,0,0
2423,1198,31,SF,DEN,TOR,19.5,10,4,2,0,1,1,47.0,37.3,79.0,4,16,Home,1,0
2424,1386,29,SF,CHI,TOR,34.6,15,8,1,1,1,3,49.9,28.0,83.5,-18,23,Away,3,0
2425,1348,34,PG,CHI,BKN,27.4,13,3,5,1,1,2,52.5,36.5,70.9,3,21,Home,1,1
2426,1447,28,C,SAC,CHA,22.3,12,7,2,2,1,2,49.7,33.1,75.3,3,22,Away,2,0
2427,1427,31,PG,CLE,ORL,24.2,4,2,6,1,1,3,42.0,41.7,77.3,-1,11,Home,2,0
